title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"It's in the Woods",movie,"Horror, Mystery, Sci-Fi",2022,tt21288116,3.4,113,
"Offbeat Cops",movie,Mystery,2022,tt19845370,6,167,
"Kingdom 2: Far and Away",movie,"Action, Adventure, History",2022,tt12415670,6.7,2294,
"Catering Christmas",movie,"Comedy, Romance",2022,tt19264600,5.9,5032,
"Dad Jokes",movie,,,,,,
"BL Metamorphosis",movie,"Comedy, Drama",2022,tt20413256,7,395,
"Princess Principal: Crown Handler: Chapter 2 – Revealing Reviews",movie,Animation,2022,,,,
"Inumo Kuwanedo Charlie Wa Warau",movie,Comedy,2022,tt22644272,6.7,66,
"The Drop",movie,Comedy,2022,tt19758112,4.2,1043,
"Next Exit",movie,"Comedy, Mystery, Romance",2022,tt19595494,5.6,2110,
"The Taste of Things",movie,"Drama, History, Romance",2023,tt19760052,7.4,18430,
"Four Samosas",movie,"Action, Comedy, Romance",2022,tt15327014,5.5,305,
"There There",movie,"Comedy, Romance",2022,tt19796976,5.1,159,
"Leave No Trace",movie,"Crime, Documentary",2022,tt19800112,6.8,551,
"High & Low: The Worst X",movie,Action,2022,tt19783642,6.6,856,
"Once Hit the Bottom",movie,Drama,2022,tt16427674,4.2,19,
"Sniper. The White Raven",movie,"Drama, War",2022,tt19465630,6.4,7581,
"Making of Battle Royale II: Requiem",movie,Documentary,2003,,,,
"A World Without Cherry Blossoms",movie,Drama,2022,,,,
"Red Riding Hood",movie,"Adventure, Family, Fantasy",2022,tt19843354,3.6,120,
"The Dry Spell",movie,Drama,2023,tt26930646,6.2,104,
"1446: An Eternal Minute",movie,"Comedy, Drama",2022,tt16960466,,,
"Re:Cycle of Penguindrum: Part 2 - I Love You",movie,"Adventure, Animation, Comedy",2022,tt27272779,7.4,33,
"Jane Goodall: Saving Paradise",movie,Documentary,2018,,,,
"Garden of Remembrance",movie,"Animation, Short",2022,tt30782665,7.6,85,
"Ren ai izonsyou no onna",movie,Romance,2018,tt11371464,,,
"Christmas in Pine Valley",movie,"Comedy, Romance",2022,tt14789426,4.9,668,
"A Merry Christmas Wish",movie,"Comedy, Family, Romance",2022,tt19898828,5.8,2147,
"Blue Jean",movie,"Drama, History",2022,tt8649344,7,6077,
"Kotei no Sora",movie,Drama,2021,tt15386392,,,
"There Is a Landing on the Stairs",movie,Romance,2022,,,,
"The End We Start From",movie,"Drama, Thriller",2023,tt21810682,5.9,8292,
"Eien ga Tôrisugiteiku",movie,Drama,2022,tt20879866,,,
Magpie,movie,Thriller,2024,tt20202324,6.2,3833,
"No Bears",movie,"Drama, Romance",2022,tt20205236,7.2,4619,
"Drive Into Night",movie,"Crime, Drama, Mystery",2022,tt21628252,5.7,63,
"Which Brings Me to You",movie,"Comedy, Drama, Romance",2023,tt3468380,5.6,4383,
"Residents of Evil",movie,Horror,2022,tt18235852,6.6,48,
Femme,movie,"Drama, Thriller",2023,tt20114686,7.3,7587,
Vesper,movie,"Adventure, Drama, Sci-Fi",2022,tt20225374,6,25790,
"BiSH presents PCR is PAiPAi CHiNCHiN ROCK'N'ROLL",movie,"Drama, Romance, Music",2022,,,,
"Haunting of the Queen Mary",movie,"Drama, Horror, Mystery",2023,tt3463938,4.1,4720,
"Dance First",movie,"Biography, Drama",2023,tt15845360,6,762,
"Shin Tokyo koshin-kyoku",movie,,1953,tt0427854,6.9,11,
"Cannibal Cabin",movie,Horror,2022,tt11458170,2.4,239,
"The Promised Land",movie,"Action, Biography, Drama",2023,tt20561198,7.7,34271,
"Kingdom of the Dinosaurs",movie,"Adventure, Sci-Fi",2022,tt14118090,3.7,606,
"Dangerous Waters",movie,Thriller,2023,tt20024428,5.2,2561,
"Gran Turismo",movie,"Action, Adventure, Drama",2023,tt4495098,7.1,123567,
"Miranda's Victim",movie,"Crime, Drama",2023,tt14866108,6.7,2481,
"Kurama Tengu",movie,,1938,tt0328043,4.6,6,
Maneater,movie,"Action, Horror, Thriller",2022,tt15262370,3.1,2398,
"American Carnage",movie,"Action, Comedy, Horror",2022,tt20672490,5,5452,
Shrapnel,movie,"Action, Thriller",2023,tt11069220,5,1565,
"The Arctic Convoy",movie,"Action, Drama, History",2023,tt27724113,6.5,4184,
"Eye for an Eye",movie,"Action, Drama",2022,tt21318724,6.6,874,
"Zenbu Boku no Sei",movie,Drama,2022,tt24131652,6.1,19,
グレーゾーン,movie,,2021,,,,
Ruthless,movie,"Action, Thriller",2023,tt14670094,5.1,1958,
"John Crist: What Are We Doing (Full Comedy Special)",movie,Comedy,2022,tt21394224,7,46,
"Dalida La Discographie",movie,Music,2017,,,,
"Virgin Forest",movie,"Drama, Thriller",2022,tt21078728,4.3,644,
Fall,movie,"Action, Thriller",2022,tt15325794,6.4,124613,
犬神家の一族,movie,,2020,,,,
"Suitcase Killer: The Melanie McGuire Story",movie,"Drama, Mystery",2022,tt19813094,5.8,783,
"Fate of a Sport",movie,Sport,2022,tt19381408,7.5,129,
"Fuyu Soubi",movie,Drama,2022,tt19864186,6,26,
"Bad City",movie,"Action, Crime",2022,tt21243618,5.9,573,
Believers,movie,Drama,2022,tt21627390,6.3,152,
"Inspector Sun",movie,"Animation, Comedy, Family",2022,tt6661616,5.2,611,
"Day Zero",movie,"Action, Horror",2022,tt21254710,4.8,597,
"Machine Gun Kelly's Life in Pink",movie,"Documentary, Music",2022,tt21064272,6.4,1398,
"Next Door",movie,"Comedy, Crime, Mystery",2022,tt21301548,5.5,85,
"A Place to Fight For",movie,"Drama, Romance, Thriller",2023,tt21276064,6.1,751,
"Tell Me",movie,Drama,2022,tt20870440,6.4,8,
"Behind the Table: A View Reunion",movie,News,2022,tt21115608,,,
"My Favorite Girlfriend",movie,"Comedy, Romance",2022,tt15540696,3.5,450,
"Gold Kingdom and Water Kingdom",movie,"Animation, Drama, Family",2023,tt21105546,6.5,231,
"Kamen Rider Revice the Movie Spin-Off: Birth of Chimera",movie,"Action, Science Fiction, Drama",2022,,,,
"Official Film of the Olympic Games Tokyo 2020 Side B",movie,"Documentary, Sport",2022,tt21056860,5.5,15,
"Bullet Proof",movie,Action,2022,tt10198564,4.3,1859,
"My Hero Academia: World Heroes' Mission - Take-Off",movie,Animation,2022,tt18933868,6.9,182,
"Fair Play",movie,Documentary,2022,tt15857800,6.4,146,
Gekido,movie,Thriller,2022,tt11911734,5.1,45,
"Love Is Light",movie,Romance,2022,tt27811244,6.5,74,
Skinamarink,movie,"Horror, Mystery",2022,tt21307994,4.7,18804,
"Uta no Prince-sama Maji LOVE Starish Tours",movie,"Animation, Music",2022,,,,
"Summit Fever",movie,Drama,2022,tt8514848,5.3,2403,
"Atsuhime No.1",movie,Comedy,2012,,,,
"Convenience Story",movie,"Comedy, Fantasy, Romance",2022,tt22775702,5.6,106,
"Last Summer Wars",movie,Drama,2022,,,,
"The Good Mother",movie,"Crime, Drama, Mystery",2023,tt21222462,4.7,2575,
"어우동: 주인 없는 꽃",movie,,2014,,,,
"My Boyfriend in Orange",movie,Romance,2022,tt19850394,6.2,83,
"Gangnam Zombie",movie,"Action, Horror",2023,tt21109552,3.2,867,
Kappei,movie,"Action, Comedy",2022,tt15469504,6,111,
Level,movie,"Crime, Drama",1994,tt16975862,,,
"Gachiban Super Max",movie,Action,2012,tt2500412,,,
"In the Big Yard Inside the Teeny-Weeny Pocket",movie,"Animation, Short",2022,tt21935070,5.4,24,
"GACHI-BAN: MAXIMUM",movie,,2011,,,,
"GACHI-BAN MAX",movie,"Action, Adventure, Crime",2010,tt2460424,7,14,
"GACHI-BAN: SUPREMACY 2",movie,,2013,,,,
"GACHI-BAN: CHRONICLE",movie,,2014,,,,
"GACHI-BAN: ULTRA MAX",movie,,2014,,,,
"GACHI-BAN: ULTIMATUM 2",movie,,2011,,,,
"GACHI-BAN: ULTIMATUM",movie,,2011,,,,
Brats,movie,Documentary,2024,tt15823728,6.5,7037,
"Night Call",movie,"Action, Thriller",2024,tt16826430,6.8,2418,
"I'm a cat!",movie,,2021,,,,
"Green Bullet",movie,Action,2022,tt21799576,6.2,32,
Collide,movie,Thriller,2022,tt17527124,4.4,1420,
"Operation Napoleon",movie,"Action, Adventure, Thriller",2023,tt15485390,6,3746,
"The Supremes at Earl's All-You-Can-Eat",movie,"Comedy, Drama",2024,tt13699132,6.4,1478,
"Kamen Rider Geats × Revice: Movie Battle Royale",movie,"Action, Fantasy",2022,tt21417736,6.7,126,
"Mistletoe Match",movie,"Comedy, Romance",2022,tt18559372,6,525,
"With Love from Koshu-kaido",movie,"Drama, Romance",2022,tt23555720,7.6,12,
Reminiscentia,movie,"Drama, Mystery, Sci-Fi",2016,tt4082640,7.5,16,
"Brittany Schmitt: From Ho to Housewife",movie,Comedy,2022,tt18830412,5.5,82,
"Abunai Deka Forever TV Special '98",movie,"TV Movie",1998,,,,
"A Compassionate Spy",movie,"Biography, Documentary, History",2022,tt21376858,6.6,442,
"In Viaggio: The Travels of Pope Francis",movie,Documentary,2022,tt21374930,6.4,109,
"Cinderella: The Reunion, A Special Edition of 20/20",movie,"Documentary, News",2022,tt19071784,5.3,7,
"Black Ice",movie,"Documentary, Sport",2022,tt15144270,6.1,376,
"What Comes Around",movie,"Drama, Mystery, Thriller",2022,tt21389338,5.3,2043,
"Bones of Crows",movie,Drama,2022,tt21342838,6.8,705,
Breakwater,movie,"Crime, Drama, Mystery",2023,tt13924484,5.2,1326,
Firenado,movie,"Action, Crime",2023,tt18082808,2.7,656,
"The Flood",movie,"Action, Horror, Thriller",2023,tt15670222,3.2,2378,
"Suitable Flesh",movie,"Drama, Horror, Thriller",2023,tt21397580,5.3,8060,
"Sayonara, Girls.",movie,"Drama, Romance",2022,tt22185320,6.3,59,
"Night Train",movie,"Action, Thriller",2023,tt15727212,3.7,1329,
"Los Renegados",movie,"Sci-Fi, Short",2021,tt15090114,,,
"Mameshiba Ichirô fûten no shibajirô",movie,Comedy,2013,tt2530370,,,
"Aitakute Aitakute Aitakute",movie,Romance,2022,,,,
"How to Blow Up a Pipeline",movie,"Action, Crime, Drama",2022,tt21440780,6.9,11618,
"Baby Ruby",movie,"Drama, Horror, Thriller",2022,tt21448540,4.7,3852,
"Life Upside Down",movie,"Comedy, Romance",2023,tt13756106,4.8,604,
"Yoru Toritachiga Naku",movie,"Drama, Romance",2022,tt22774608,5.3,42,
"Two Maladroits in Life: A Love Story",movie,"Drama, Romance",2022,tt22188230,6.6,17,
"Leave in Summer",movie,Romance,2022,tt18750286,7.4,11,
"Geschichte Der O Teil 4: Die Lustvollen Sklavinnen Von Samoi",movie,Romance,1992,,,,
"よしもと新喜劇 映画「西遊喜」",movie,,2016,,,,
"The Greatest Hits",movie,"Drama, Music, Romance",2024,tt2015349,6.2,7698,
"Shark Side of the Moon",movie,"Action, Horror, Sci-Fi",2022,tt21426434,2.8,1094,
"The Hammer",movie,"Biography, Crime, Drama",2023,tt21193010,6.7,1833,
"Bokura no nanoka-kan sensô 2",movie,Adventure,1991,tt0778626,4.1,11,
"Sword Art Online Extra Edition",movie,"Action, Adventure, Animation",2013,tt3241196,6.2,2280,
"Fool's Blues",movie,Drama,2022,,,,
"Psycho-Pass: Providence",movie,"Action, Animation, Crime",2023,tt26224944,7,772,
"The Grab",movie,Documentary,2022,tt21820452,7.3,624,
"Kids vs. Aliens",movie,"Horror, Sci-Fi",2022,tt21862626,5,1782,
Connection,movie,,2022,,,,
"Expensive Candy",movie,"Drama, Romance",2022,tt21968374,6,748,
"Mashin Hero Wataru: The Seven Spirits Of Ryujinmaru－Reunion－",movie,Animation,2022,,,,
Família,movie,Drama,2023,tt21854424,5.4,146,
"School Meals Time Graduation",movie,"Comedy, Drama",2022,tt21856106,6.4,135,
"Dreaming of the Meridian Arc",movie,"Comedy, Drama, History",2022,tt20563504,6.9,97,
Ochiki,movie,Comedy,2012,tt6675566,,,
"Spochan-Anime The Movie: Youkai Spochan Battle",movie,"Drama, Action, Animation",2014,,,,
"High Heat",movie,"Action, Comedy, Crime",2022,tt15721088,4.9,3136,
"Beautiful Disaster",movie,"Comedy, Drama, Romance",2023,tt2316548,5.3,16132,
"The Other Child",movie,"Mystery, Thriller",2022,tt22897604,4.9,103,
"Kandagawa no Futari",movie,Drama,2022,,,,
"Project Legion",movie,"Horror, Sci-Fi, Thriller",2022,tt12885770,2,644,
"Goodbye, Bad Magazines",movie,"Comedy, Drama",2022,tt22776088,7,34,
"Take a Stroll",movie,Drama,2022,,,,
"God Forbid",movie,Documentary,2022,tt22695428,6.8,2576,
"Revice Forward: Kamen Rider Live & Evil & Demons",movie,Action,2023,tt26756685,6.2,28,
"Immediate Family",movie,"Documentary, Music",2022,tt10709114,8.7,2698,
"Three Ways",movie,Comedy,2022,tt19845038,5.5,332,
"The Paloni Show! Halloween Special!",movie,"Animation, Comedy, Horror",2022,tt21950250,6.2,1082,
"Zombie Town",movie,"Action, Adventure, Comedy",2023,tt21431644,3.8,1964,
"The Last Rider",movie,"Biography, Documentary, History",2022,tt19760418,7.4,401,
"Step Up Love Story: Triple Love",movie,"Comedy, Romance",2012,,,,
"Shylock's Children",movie,"Crime, Drama",2023,tt21944604,6.4,133,
"Jongole Mitin Mashi",movie,"Adventure, Mystery, Thriller",2023,tt28783466,7.3,1105,
"Antigang: La Relève",movie,"Action, Comedy, Crime",2023,tt28199975,5.4,912,
"Handling the Undead",movie,"Drama, Horror, Mystery",2024,tt2118648,5.3,4585,
"Dream Stadium",movie,"Drama, Fantasy",1997,,,,
アウトロダブル,movie,"Action, Crime",2022,,,,
"The Misogyny",movie,Horror,2022,,,,
"Insomniacs After School",movie,"Comedy, Drama, Romance",2023,tt21035474,6.6,178,
"I'm Glad It's Christmas",movie,"Comedy, Drama, Family",2022,tt22028080,5.8,1832,
"Burn It All",movie,"Drama, Short",2022,tt15239592,6.8,22,
Feral,movie,"Documentary, TV Movie",2021,,,,
Grimcutty,movie,"Drama, Horror, Mystery",2022,tt17196124,4.3,8525,
Matriarch,movie,Horror,2022,tt17202326,4.6,3514,
"The System",movie,"Action, Crime",2022,tt14037272,4.3,1786,
"It Lives Inside",movie,"Drama, Horror, Thriller",2023,tt15683734,5.2,8716,
"Kate Berlant: Cinnamon in the Wind",movie,Comedy,2022,tt22050660,6.4,253,
"Kishkindha Kaandam",movie,"Drama, Mystery, Thriller",2024,tt15980138,8,12525,
Sasakure,movie,Drama,2022,,,,
"Day for Whom",movie,Drama,2022,,,,
"Byron Bowers - Spiritual N**ga",movie,Comedy,2022,tt22050574,6.4,79,
"You Are Still in the Long Tunnel",movie,Drama,2022,,,,
"Koi No Ibara",movie,Romance,2023,tt24154416,7.2,20,
"Mlabri in the Woods",movie,Documentary,2019,,,,
"It's A Wonderful Binge",movie,Comedy,2022,tt16532314,4.6,1262,
"Christmas at the Drive-In",movie,"Comedy, Romance",2022,tt22499672,5.7,1775,
Egoist,movie,"Drama, Romance",2022,tt22006138,7.1,878,
"A Kismet Christmas",movie,"Comedy, Drama, Family",2022,tt22196454,6.6,1055,
"Christmas on Repeat",movie,"Comedy, Drama, Romance",2022,tt20445598,5.3,282,
"Christmas at the Golden Dragon",movie,"Comedy, Drama, Romance",2022,tt13937754,6.6,1163,
"A Royal Corgi Christmas",movie,"Comedy, Family, Romance",2022,tt21063466,5.7,1027,
"Huluween Dragstravaganza",movie,"Comedy, Horror, Music",2022,tt22095866,5.4,382,
"One Second Ahead, One Second Behind",movie,"Comedy, Drama, Fantasy",2023,tt27930733,6.4,296,
"Nemesis the Movie: The Mystery of the Golden Spiral",movie,Mystery,2023,tt24161580,5,67,
"And Yet, You Are So Sweet",movie,Romance,2023,tt22648994,6.1,171,
"Guns of Eden",movie,Action,2022,tt15180746,3.1,432,
"Bullet Trip",movie,Comedy,2020,,,,
"Brats, Be Ambitious!",movie,Drama,2022,tt22186830,6.9,29,
J005311,movie,"Drama, Crime",2023,,,,
"Doraemon the Movie: Nobita's Sky Utopia",movie,"Adventure, Animation, Comedy",2023,tt21223380,6.7,1522,
"Kazoku gokko",movie,"Comedy, Drama",2015,tt4912408,5.8,16,
"Skanda: The Attacker",movie,"Action, Drama, Romance",2023,tt27328206,4.2,3161,
"Merry Kiss Cam",movie,"Comedy, Romance",2022,tt21223048,6.2,485,
"Santa Games",movie,Comedy,2022,tt21862788,3.6,180,
"All I Want for Christmas",movie,Family,2022,tt21871754,5.8,66,
"My Christmas Fiancé",movie,"Comedy, Romance",2022,tt21868598,4.5,316,
"Break in the Clouds",movie,Drama,2022,,,,
"Their Backs",movie,Romance,2022,tt27348922,7.2,14,
"We Make Antiques! Osaka Dreams",movie,Comedy,2023,tt23220464,5.4,40,
"Jungle Bunch: Operation Meltdown",movie,"Action, Adventure, Animation",2023,tt21810762,5.7,399,
"Perusepone no namida",movie,Drama,2021,tt16996998,4.4,5,
"This Is Shinogi",movie,,1994,,,,
Uproar,movie,Drama,2023,tt20255028,6.6,1563,
"Zorori the Naughty Hero: La La La♪ A Star is Born",movie,Animation,2022,,,,
"My Uncle",movie,"Comedy, Drama",2017,tt6329546,7.4,16,
"Menorah in the Middle",movie,"Drama, Family, Romance",2022,tt21871230,4.4,294,
Dandelion,movie,"Drama, Romance",2024,tt22866050,5.3,415,
クローゼット,movie,,2020,,,,
"Bela: Humanoid Monster",movie,"Fantasy, Horror",2020,tt29605907,4.9,11,
"極道競馬 がぶノミ荒矢",movie,,1997,,,,
T.I.M.,movie,"Sci-Fi, Thriller",2023,tt21988182,5.5,3971,
"Mondays: See You 'This' Week!",movie,"Comedy, Sci-Fi",2022,tt27510455,6.5,1179,
Slotherhouse,movie,"Comedy, Horror, Thriller",2023,tt15422224,4.5,5210,
"The street fighter",movie,"Drama, Short",2022,tt23631228,,,
Immaculate,movie,"Horror, Thriller",2024,tt23137390,5.8,54347,
"Ninpu Sentai Hurricaneger Degozaru! Shushuuto 20th Anniversary",movie,"Action, Adventure, Fantasy",2023,tt23812736,7.3,33,
営業1∞万回,movie,Comedy,2013,,,,
Downfall,movie,Drama,2023,tt25435060,6.3,76,
不法滞在,movie,,1996,,,,
"Bakuryuu Sentai Abaranger 20th: The Unforgivable Abare",movie,"Action, Adventure, Fantasy",2023,tt23138370,6.7,36,
"I Can't Pay Back",movie,Comedy,1994,,,,
"Black Angels 2",movie,,2012,,,,
"ブラック・エンジェルズ3 黒き死闘篇",movie,,2012,,,,
"Tales of Terror from Tokyo and All Over Japan Volume 2",movie,Horror,2004,,,,
"Reverse the Curse",movie,"Comedy, Drama, Romance",2023,tt20216624,6.2,779,
"Finding Michael",movie,Documentary,2023,tt26880702,5.9,2208,
"Do Unto Others",movie,Drama,2023,tt27120897,6.5,336,
"Sabel Is Still Young",movie,"Crime, Horror, Thriller",2022,tt23810610,4.7,765,
Borderline,movie,,2022,,,,
Apurva,movie,"Drama, Thriller",2023,tt25434258,6.2,2611,
"Detective Conan: Black Iron Submarine",movie,"Action, Adventure, Animation",2023,tt27521477,7.1,2587,
"Sh*t Saves the World",movie,Documentary,2022,tt16996876,7.9,111,
"GACHI-BAN: WORST MAX",movie,"Action, Adventure, Crime",2012,tt2500410,7.7,29,
"GACHI-BAN: TRIBAL",movie,Action,2012,tt2500414,4,8,
"Darkness of Man",movie,"Action, Crime, Thriller",2024,tt23173980,4.7,3290,
"Rye Lane",movie,"Comedy, Drama, Romance",2023,tt15893750,7.2,14891,
"You Can't Escape Me",movie,"Drama, Thriller",2023,tt23711966,5.4,404,
"Mechamato Movie",movie,"Action, Adventure, Animation",2022,tt24225212,7.8,553,
Vaazhai,movie,Drama,2024,tt23782140,7.7,5019,
Monsternado,movie,"Action, Horror",2023,tt24221914,2.6,525,
Extrand,movie,,2017,,,,
熱血ゴルフ倶楽部,movie,,1994,,,,
Orso,movie,Drama,2023,tt27310416,5.3,19,
"The Water Flows to the Sea",movie,Drama,2023,tt27146999,6.3,211,
"Ultraman Decker Finale: Journey to Beyond",movie,"Action, Sci-Fi",2023,tt23950632,5.9,69,
Coup!,movie,"Comedy, Thriller",2023,tt23793170,6.1,2684,
"The Man Who Was There",movie,"Drama, Crime",2020,,,,
Kirikomi,movie,,1995,,,,
"Court of Zeus",movie,,2014,,,,
"City Hunter: Angel Dust",movie,"Action, Animation, Comedy",2023,tt19413836,5.9,295,
"This is Bonjingumi",movie,,1992,,,,
続・こちら凡人組,movie,,1992,,,,
"Rascal Does Not Dream of a Sister Venturing Out",movie,"Animation, Drama, Fantasy",2023,tt27348312,7.2,1349,
"Balache Baap Brahmachari",movie,"Comedy, Drama",1989,tt0214521,7.2,133,
"Drugstore June",movie,"Comedy, Crime, Mystery",2024,tt19364132,5.3,1802,
"Ultraman Cosmos 2: The Blue Planet - Young Musashi Chapter",movie,,2002,,,,
Birth/Rebirth,movie,"Drama, Horror, Thriller",2023,tt9048804,6.2,8162,
"The Disappearance of Shere Hite",movie,"Biography, Documentary",2023,tt24078380,7.5,700,
"Invisible Beauty",movie,"Biography, Documentary",2023,tt24132808,7.1,183,
"Kokomo City",movie,Documentary,2023,tt22528178,7.1,1485,
"The Outcast",movie,"Drama, Romance",2022,tt21503886,6.5,36,
"Bring Him to Me",movie,"Crime, Thriller",2023,tt24131660,5.3,3464,
"The Feeling That the Time for Doing Something Has Passed",movie,Comedy,2023,tt27722061,5.7,1472,
"Cult Killer",movie,"Adventure, Crime, Drama",2024,tt21151212,4.8,2877,
"Sumire Doll",movie,Drama,2008,tt1156164,,,
Panibugho,movie,Drama,2023,tt25386876,4.7,341,
"The Da Vinci Code Mystery Special",movie,,2006,,,,
"Home Sweet Home",movie,"Drama, Horror, Mystery",2023,tt27930752,5.4,126,
"Kingdom 3: The Flame of Destiny",movie,"Action, History, War",2023,tt25406052,6.7,1862,
"Butterfly Tale",movie,"Adventure, Animation, Family",2023,tt8434394,5,358,
"Out of Time",movie,"Mystery, Science Fiction",2022,,,,
"Fresh Kills",movie,"Crime, Drama",2023,tt15782954,5.9,1271,
"Spy x Family Code: White",movie,"Action, Animation, Comedy",2023,tt26684398,7.3,7335,
"Father of the Milky Way Railroad",movie,"Biography, Drama",2023,tt27510170,6.3,274,
"Okiku and the World",movie,Drama,2023,tt26345855,6.7,225,
"Hunt Club",movie,"Action, Thriller",2022,tt21220802,3.4,1013,
"One Last Bloom",movie,"Drama, Sport",2023,tt27507295,6.5,87,
Mistaken,movie,"Comedy, Horror",2011,tt2050571,,,
"My Beautiful Man: Eternal",movie,"Drama, Romance",2023,tt27190932,7.6,768,
"Family Man",movie,"Drama, Thriller",2022,tt21909452,5.5,14,
"It's a Psychic, Gather Everyone!",movie,Comedy,1974,,,,
"Dudzik & Jasiu's Home Alone",movie,"Family, Comedy",2022,,,,
"Itoshiki hibiyo",movie,Drama,1984,tt0415074,,,
"Himitsu No Natchan",movie,Comedy,2023,tt24070578,6,22,
"D'Artagnan und die drei MuskeTiere",movie,,2021,,,,
"The Man from Shimizu",movie,"Drama, Comedy",1982,,,,
やればやれるぜ全員集合！！,movie,,1968,,,,
ズンドコズンドコ全員集合！！,movie,,1970,,,,
ツンツン節だよ全員集合！！,movie,,1971,,,,
春だドリフだ全員集合！！,movie,,1971,,,,
祭りだお化けだ全員集合！！,movie,,1972,,,,
舞妓はんだよ全員集合！！,movie,,1972,,,,
チョットだけョ全員集合！！,movie,,1973,,,,
大事件だよ全員集合！！,movie,,1973,,,,
SSSS.Gridman,movie,"Action, Adventure, Animation",2023,tt24657462,6.4,41,
"SSSS.DYNAZENON Grand Episode",movie,"Action, Adventure, Animation",2023,tt25399466,7.1,36,
"Cats & Dogs",movie,Documentary,2023,,,,
"Japanese Style",movie,"Drama, Comedy",2022,,,,
Scroll,movie,Drama,2023,tt24133876,4.8,22,
"Mystery on the Cattle Hill Express",movie,"Action, Adventure, Animation",2023,tt25627320,4.9,89,
"Manjummel Boys",movie,"Adventure, Drama, Thriller",2024,tt26458038,8.2,28352,
"Beyond Utopia",movie,"Biography, Documentary, History",2023,tt25470468,7.9,4669,
"Kaina of the Great Snow Sea: Star Sage",movie,"Adventure, Animation, Drama",2023,tt28055106,6.5,117,
"Song of Vengeance",movie,"Action, Crime",1968,tt0293169,6.5,12,
"Self Reliance",movie,"Comedy, Thriller",2023,tt26084002,6,18861,
Scrambled,movie,Comedy,2023,tt21270966,5.8,1560,
"Kamen Rider Geats: 4 Aces and the Black Fox",movie,"Action, Fantasy, Short",2023,tt28109737,7.6,91,
"Playing Dead",movie,"Comedy, Drama",2022,tt21232010,,,
"Hand in Hand",movie,"Drama, Romance",2023,tt28355655,6,27,
"No Place to Go",movie,Drama,2022,tt21968988,6.1,81,
"Odadoushikai Oda Seiji 4",movie,,2020,,,,
"Odadoushikai Oda Seiji 7",movie,,2021,,,,
"Odadoushikai Oda Seiji 8",movie,,2021,,,,
"Odadoushikai Oda Seiji Final Chapter",movie,,2022,,,,
"The Prince of Tennis Best Games!! VOL.2",movie,"Animation, Sport",2019,tt10276074,7.7,22,
"The Girl Who Escaped: The Kara Robinson Story",movie,"Crime, Drama, Thriller",2023,tt25602750,6.2,5640,
O'Dessa,movie,"Drama, Music, Musical",2025,tt26304178,5,3425,
"Joan Baez I Am a Noise",movie,"Animation, Biography, Documentary",2023,tt26594061,7,1008,
"Food, Inc. 2",movie,"Documentary, News",2023,tt26342131,6.8,538,
"Warhorse One",movie,"Action, Drama, War",2023,tt16527824,5.4,2838,
Divine,movie,,2023,,,,
"Baby Assassins: 2 Babies",movie,"Action, Comedy, Crime",2023,tt26920120,6.4,1169,
"Ninja vs Shark",movie,"Action, History, Horror",2023,tt26475994,6.1,100,
"THE NEXT GENERATION パトレイバー 第3章",movie,Drama,2014,,,,
"THE NEXT GENERATION パトレイバー 第7章",movie,Drama,2015,,,,
"The Silent Service",movie,"Action, Drama, Thriller",2023,tt26452638,6.4,352,
"The Mill",movie,"Drama, Mystery, Sci-Fi",2023,tt26569323,5.4,3759,
Appendage,movie,"Drama, Horror",2023,tt17202164,5.2,4586,
"The Donor Party",movie,Comedy,2023,tt20413650,4.6,1295,
"Amelia's Children",movie,"Horror, Thriller",2023,tt26594993,5.2,2178,
"Miguel Wants to Fight",movie,Comedy,2023,tt21940934,5.7,516,
"National Anthem",movie,Drama,2023,tt22803220,6.2,1623,
"The Angry Black Girl and Her Monster",movie,"Drama, Fantasy, Horror",2023,tt19896150,5.3,2395,
"Resident Evil: Death Island",movie,"Action, Animation, Horror",2023,tt26674627,5.7,10410,
Aavesham,movie,"Action, Comedy",2024,tt26660021,7.8,29047,
Clock,movie,"Drama, Horror, Thriller",2023,tt17219484,5,6780,
"Rascal Does Not Dream of a Knapsack Kid",movie,"Animation, Drama, Fantasy",2023,tt28036417,7.7,1162,
"Girl in the Closet",movie,Drama,2023,tt26657831,5.5,734,
"Yôkai no mago",movie,Documentary,2023,tt26543725,7,13,
Barber,movie,"Crime, Drama, Mystery",2023,tt15783464,5.1,1094,
DoUtDes,movie,"Romance, Thriller",2022,tt16008564,4.1,182,
"Nobutora - Samurai Tiger",movie,"Drama, History",2021,tt26863077,,,
"Avataro Sentai Donbrothers vs. Zenkaiger",movie,Action,2023,tt26920166,6.4,52,
Mangalavaaram,movie,"Action, Horror, Thriller",2023,tt26763310,6.8,3909,
美女捨山,movie,,2017,,,,
"Chief of Station",movie,"Action, Thriller",2024,tt21301418,4.7,4810,
"The Pope: Answers",movie,Documentary,2023,tt27441525,7.1,733,
"The Best Man",movie,"Action, Thriller",2023,tt13400336,3.9,1506,
"Pretty Cure All Stars F",movie,"Action, Adventure, Animation",2023,tt27187061,8.4,88,
"No Way Up",movie,"Action, Adventure, Drama",2024,tt16253418,4.6,10877,
"Beautiful Wedding",movie,"Comedy, Romance",2024,tt26546123,4.1,4385,
"Lubber Pandhu",movie,"Comedy, Drama, Sport",2024,tt27007466,8.1,6315,
